num_sources,mic_dist,sample_num,angles_true,angles_pred,angles_true_str,angles_pred_str
1,0.5,1,0,20.849264509729423,0,20.85
1,0.5,2,0,14.345333000660696,0,14.35
1,0.5,3,0,25.812999661133816,0,25.81
1,0.5,4,0,19.71538405265041,0,19.72
1,0.5,5,0,4.956885410803869,0,4.96
1,1.0,1,0,15.118163298501203,0,15.12
1,1.0,2,0,9.60894128181088,0,9.61
1,1.0,3,0,10.722441386930043,0,10.72
1,1.0,4,0,19.71538405265041,0,19.72
1,1.0,5,0,17.234525473424558,0,17.23
1,3.0,1,0,16.786679700005827,0,16.79
1,3.0,2,0,15.85419885066331_69.70543600627425,0,"15.85, 69.71"
1,3.0,3,0,14.345333000680462_47.724462434324316_68.79474982755545,0,"14.35, 47.72, 68.79"
1,3.0,4,0,17.671360672195537,0,17.67
1,3.0,5,0,14.864919410030845,0,14.86
1,5.0,1,0,13.01579867221558,0,13.02
1,5.0,2,0,9.608941281840451,0,9.61
1,5.0,3,0,9.608941281840451,0,9.61
1,5.0,4,0,12.298271686912958,0,12.30
1,5.0,5,0,12.112358505389173,0,12.11
1,0.5,1,120,120.85986085949364,120,120.86
1,0.5,2,120,122.70951083904926,120,122.71
1,0.5,3,120,116.82070080396626,120,116.82
1,0.5,4,120,115.07220066663436,120,115.07
1,0.5,5,120,120.85986085949364,120,120.86
1,1.0,1,120,116.82070080396626,120,116.82
1,1.0,2,120,116.16195713771575,120,116.16
1,1.0,3,120,117.04113030632622,120,117.04
1,1.0,4,120,116.16195713771575,120,116.16
1,1.0,5,120,115.94320543303616,120,115.94
1,3.0,1,120,116.01607733574434,120,116.02
1,3.0,2,120,115.14454488197048_136.99688872464063,120,"115.14, 137.00"
1,3.0,3,120,115.57951785548408,120,115.58
1,3.0,4,120,115.14454488197048,120,115.14
1,3.0,5,120,115.43435268156323,120,115.43
1,5.0,1,120,112.45229071616457_97.00292421484096,120,"112.45, 97.00"
1,5.0,2,120,112.40976856417065,120,112.41
1,5.0,3,120,111.85815168462503,120,111.86
1,5.0,4,120,111.98525676945148,120,111.99
1,5.0,5,120,111.22430306934339,120,111.22
1,0.5,1,150,146.65334247999846,150,146.65
1,0.5,2,150,146.65334247999846,150,146.65
1,0.5,3,150,145.94495866238606,150,145.94
1,0.5,4,150,150.41915331957412,150,150.42
1,0.5,5,150,142.5797588082841,150,142.58
1,1.0,1,150,142.5797588082841,150,142.58
1,1.0,2,150,144.90600724040064,150,144.91
1,1.0,3,150,143.89320476647683,150,143.89
1,1.0,4,150,142.5797588082841,150,142.58
1,1.0,5,150,147.7416450173617,150,147.74
1,3.0,1,150,142.79590141067217,150,142.80
1,3.0,2,150,142.79590141067217,150,142.80
1,3.0,3,150,141.0954550510953,150,141.10
1,3.0,4,150,142.4720863510864_103.93533602242582,150,"142.47, 103.94"
1,3.0,5,150,141.93762058961093,150,141.94
1,5.0,1,150,111.18214415051446_137.44055433345466,150,"111.18, 137.44"
1,5.0,2,150,136.92010572402745_112.57993558372429,150,"136.92, 112.58"
1,5.0,3,150,112.40976856417065_137.38247353212802,150,"112.41, 137.38"
1,5.0,4,150,137.2665034140669_112.36725942171384,150,"137.27, 112.37"
1,5.0,5,150,136.74774479499698,150,136.75
1,0.5,1,180,160.92998009443698,180,160.93
1,0.5,2,180,159.76136962234295,180,159.76
1,0.5,3,180,180.0,180,180.00
1,0.5,4,180,158.65411166949846,180,158.65
1,0.5,5,180,163.50408867487081,180,163.50
1,1.0,1,180,175.25311288186955,180,175.25
1,1.0,2,180,166.54673166827564,180,166.55
1,1.0,3,180,154.68357477299816,180,154.68
1,1.0,4,180,156.58923622922893,180,156.59
1,1.0,5,180,157.5990928345457,180,157.60
1,3.0,1,180,110.80325072684231_131.07147508276282_163.97195586839325,180,"110.80, 131.07, 163.97"
1,3.0,2,180,162.17202093268352,180,162.17
1,3.0,3,180,165.20447420891804,180,165.20
1,3.0,4,180,163.73638517655553_109.3385906721566_129.95133049328285,180,"163.74, 109.34, 129.95"
1,3.0,5,180,111.15404488318325_130.81130851521874_163.27492985346322,180,"111.15, 130.81, 163.27"
1,5.0,1,180,172.05284104013302,180,172.05
1,5.0,2,180,168.1626852478128,180,168.16
1,5.0,3,180,168.35584556698456,180,168.36
1,5.0,4,180,164.21094738844764_77.46922357722809,180,"164.21, 77.47"
1,5.0,5,180,166.54673166827592_113.9060423033045,180,"166.55, 113.91"
1,0.5,1,30,24.895102509063122,30,24.90
1,0.5,2,30,19.71538405265041,30,19.72
1,0.5,3,30,38.408619852430576,30,38.41
1,0.5,4,30,29.216681658456086,30,29.22
1,0.5,5,30,35.802332970565345,30,35.80
1,1.0,1,30,30.402679844156765,30,30.40
1,1.0,2,30,29.216681658456086,30,29.22
1,1.0,3,30,33.02004226396826,30,33.02
1,1.0,4,30,32.65763609201022,30,32.66
1,1.0,5,30,31.921861225325877,30,31.92
1,3.0,1,30,37.0163889680852,30,37.02
1,3.0,2,30,36.46886244862179_74.86485559043483,30,"36.47, 74.86"
1,3.0,3,30,36.90744181407958,30,36.91
1,3.0,4,30,38.61901926048239_75.54240911190175,30,"38.62, 75.54"
1,3.0,5,30,36.68871536916496,30,36.69
1,5.0,1,30,42.35284908928317_68.6260152008174,30,"42.35, 68.63"
1,5.0,2,30,42.0603169819301_68.11863447122875,30,"42.06, 68.12"
1,5.0,3,30,41.29185064256657_91.20776988359275_62.97880963475946,30,"41.29, 91.21, 62.98"
1,5.0,4,30,111.05573936820483_42.0603169819301_68.33025980169897,30,"111.06, 42.06, 68.33"
1,5.0,5,30,41.70707780648189_66.19932972410272,30,"41.71, 66.20"
1,0.5,1,60,55.18419914493823,60,55.18
1,0.5,2,60,49.729276008120905,60,49.73
1,0.5,3,60,56.608286021672996,60,56.61
1,0.5,4,60,54.22102579809618,60,54.22
1,0.5,5,60,59.389443174565464,60,59.39
1,1.0,1,60,64.0765450640411,60,64.08
1,1.0,2,60,60.9750785596978,60,60.98
1,1.0,3,60,60.29859293919964,60,60.30
1,1.0,4,60,60.52458859061187,60,60.52
1,1.0,5,60,60.52458859061187,60,60.52
1,3.0,1,60,62.7579858509958,60,62.76
1,3.0,2,60,62.536723008823415,60,62.54
1,3.0,3,60,62.3889675918015,60,62.39
1,3.0,4,60,62.31501515922714,60,62.32
1,3.0,5,60,61.9444967374417,60,61.94
1,5.0,1,60,65.81212504625094_81.98421006723797,60,"65.81, 81.98"
1,5.0,2,60,66.11338467031271_82.46024964431888,60,"66.11, 82.46"
1,5.0,3,60,65.89827141161044,60,65.90
1,5.0,4,60,65.81212504625094,60,65.81
1,5.0,5,60,81.30885777016623_65.76903005177667,60,"81.31, 65.77"
1,0.5,1,90,91.48298034893662,90,91.48
1,0.5,2,90,88.33818940814172,90,88.34
1,0.5,3,90,91.48298034893662,90,91.48
1,0.5,4,90,89.12448641786754,90,89.12
1,0.5,5,90,91.0898314427182,90,91.09
1,1.0,1,90,90.50019850888275,90,90.50
1,1.0,2,90,89.9106185477063,90,89.91
1,1.0,3,90,90.3036690531078,90,90.30
1,1.0,4,90,89.71409287370186,90,89.71
1,1.0,5,90,87.15811012868959,90,87.16
