num_sources,mic_dist,sample_num,angles_true,angles_pred,angles_true_str,angles_pred_str
1,0.5,1,0,20.849264509729423,0,20.85
1,0.5,2,0,17.234525473424558,0,17.23
1,0.5,3,0,23.944361308295953,0,23.94
1,0.5,4,0,19.71538405265041,0,19.72
1,0.5,5,0,4.956885410803869,0,4.96
1,1.0,1,0,16.558349313523216,0,16.56
1,1.0,2,0,9.60894128181088,0,9.61
1,1.0,3,0,10.722441386930043,0,10.72
1,1.0,4,0,19.71538405265041,0,19.72
1,1.0,5,0,17.234525473424558,0,17.23
1,3.0,1,0,16.326916641404875,0,16.33
1,3.0,2,0,16.326916641404875_48.42881872320701,0,"16.33, 48.43"
1,3.0,3,0,14.345333000680462_47.81293469521016_69.07554730342385,0,"14.35, 47.81, 69.08"
1,3.0,4,0,17.454267197943263,0,17.45
1,3.0,5,0,15.118163298519908,0,15.12
1,5.0,1,0,13.01579867221558,0,13.02
1,5.0,2,0,9.608941281840451,0,9.61
1,5.0,3,0,9.841619096313265,0,9.84
1,5.0,4,0,12.298271686912958,0,12.30
1,5.0,5,0,11.923590867121822_57.17138114717255,0,"11.92, 57.17"
1,0.5,1,120,120.85986085949364,120,120.86
1,0.5,2,120,122.70951083904926,120,122.71
1,0.5,3,120,119.94840901858731,120,119.95
1,0.5,4,120,115.5069133332243,120,115.51
1,0.5,5,120,120.85986085949364,120,120.86
1,1.0,1,120,116.60069923360925,120,116.60
1,1.0,2,120,116.38111988763379,120,116.38
1,1.0,3,120,117.04113030632622,120,117.04
1,1.0,4,120,116.16195713771575,120,116.16
1,1.0,5,120,116.16195713771575,120,116.16
1,3.0,1,120,116.01607733574434,120,116.02
1,3.0,2,120,114.99989916122034,120,115.00
1,3.0,3,120,115.50691333322588,120,115.51
1,3.0,4,120,115.07220066663594,120,115.07
1,3.0,5,120,115.43435268156323,120,115.43
1,5.0,1,120,112.45229071616457_96.96332556663172,120,"112.45, 96.96"
1,5.0,2,120,112.36725942171384,120,112.37
1,5.0,3,120,111.85815168462503,120,111.86
1,5.0,4,120,111.98525676945148,120,111.99
1,5.0,5,120,111.22430306934339,120,111.22
1,0.5,1,150,147.375293982101,150,147.38
1,0.5,2,150,146.65334247999846,150,146.65
