num_sources,mic_dist,sample_num,angles_true,angles_pred,angles_true_str,angles_pred_str
1,0.5,1,0,20.849264509729423,0,20.85
1,0.5,2,0,14.345333000660696,0,14.35
1,0.5,3,0,25.812999661133816,0,25.81
1,0.5,4,0,19.71538405265041,0,19.72
1,0.5,5,0,4.956885410803869,0,4.96
1,1.0,1,0,15.854198850645453,0,15.85
1,1.0,2,0,9.60894128181088,0,9.61
1,1.0,3,0,10.722441386930043,0,10.72
1,1.0,4,0,19.71538405265041,0,19.72
1,1.0,5,0,17.234525473424558,0,17.23
1,3.0,1,0,16.558349313540333,0,16.56
1,3.0,2,0,16.326916641404875,0,16.33
1,3.0,3,0,14.345333000680462_47.36932220659937_68.93521482043695,0,"14.35, 47.37, 68.94"
1,3.0,4,0,17.671360672195537,0,17.67
1,3.0,5,0,14.864919410030845,0,14.86
1,5.0,1,0,12.840115156283748,0,12.84
1,5.0,2,0,9.608941281840451,0,9.61
1,5.0,3,0,9.841619096313265,0,9.84
1,5.0,4,0,12.298271686912958_120.03917413967417,0,"12.30, 120.04"
1,5.0,5,0,12.112358505389173,0,12.11
1,0.5,1,120,120.85986085949364,120,120.86
1,0.5,2,120,122.70951083904926,120,122.71
1,0.5,3,120,118.14990235230411,120,118.15
1,0.5,4,120,63.857830238327914_115.5069133332243,120,"63.86, 115.51"
1,0.5,5,120,120.85986085949364,120,120.86
1,1.0,1,120,116.60069923360925,120,116.60
1,1.0,2,120,116.38111988763379,120,116.38
1,1.0,3,120,117.04113030632622,120,117.04
1,1.0,4,120,116.16195713771575,120,116.16
1,1.0,5,120,116.16195713771575,120,116.16
1,3.0,1,120,116.01607733574434,120,116.02
1,3.0,2,120,114.99989916122034,120,115.00
1,3.0,3,120,115.50691333322588,120,115.51
1,3.0,4,120,115.07220066663594,120,115.07
1,3.0,5,120,115.43435268156323,120,115.43
1,5.0,1,120,112.45229071616457_97.04252622508356,120,"112.45, 97.04"
1,5.0,2,120,112.36725942171384_96.72580317421333,120,"112.37, 96.73"
1,5.0,3,120,111.85815168462503,120,111.86
1,5.0,4,120,111.98525676945148,120,111.99
1,5.0,5,120,111.26647403902636,120,111.27
1,0.5,1,150,146.65334247999846,150,146.65
1,0.5,2,150,146.65334247999846,150,146.65
1,0.5,3,150,146.65334247999846,150,146.65
1,0.5,4,150,150.41915331957412,150,150.42
1,0.5,5,150,142.5797588082841,150,142.58
1,1.0,1,150,142.90437629678317,150,142.90
1,1.0,2,150,144.90600724040064,150,144.91
1,1.0,3,150,143.89320476647683,150,143.89
1,1.0,4,150,142.5797588082841,150,142.58
1,1.0,5,150,147.7416450173617,150,147.74
1,3.0,1,150,142.6876963768497,150,142.69
1,3.0,2,150,142.79590141067217_104.3406631542113,150,"142.80, 104.34"
1,3.0,3,150,141.0954550510953,150,141.10
1,3.0,4,150,142.4720863510864_104.00284057332009,150,"142.47, 104.00"
1,3.0,5,150,142.04400168251362,150,142.04
1,5.0,1,150,137.38247353212802_111.51975478970833,150,"137.38, 111.52"
1,5.0,2,150,136.97768263989505_111.68885387465524,150,"136.98, 111.69"
1,5.0,3,150,112.32476325348294_137.38247353212802,150,"112.32, 137.38"
1,5.0,4,150,137.2665034140669_112.32476325348294,150,"137.27, 112.32"
1,5.0,5,150,136.74774479499698,150,136.75
1,0.5,1,180,159.76136962234295,180,159.76
1,0.5,2,180,159.76136962234295,180,159.76
1,0.5,3,180,180.0,180,180.00
1,0.5,4,180,158.65411166949846,180,158.65
1,0.5,5,180,163.50408867487081,180,163.50
1,1.0,1,180,173.284965124089,180,173.28
1,1.0,2,180,166.54673166827564,180,166.55
1,1.0,3,180,154.68357477299816,180,154.68
1,1.0,4,180,156.58923622922893,180,156.59
1,1.0,5,180,157.5990928345457,180,157.60
1,3.0,1,180,163.97195586839325,180,163.97
1,3.0,2,180,162.3872453333126,180,162.39
1,3.0,3,180,164.95008907986184,180,164.95
1,3.0,4,180,163.73638517655553,180,163.74
1,3.0,5,180,131.07147508276282_111.29459473012828_163.04878137808126,180,"131.07, 111.29, 163.05"
1,5.0,1,180,172.05284104013302_88.37751046266959_46.56272927091393,180,"172.05, 88.38, 46.56"
1,5.0,2,180,168.1626852478128,180,168.16
1,5.0,3,180,168.35584556698456,180,168.36
1,5.0,4,180,164.21094738844764,180,164.21
1,5.0,5,180,166.54673166827592_114.25044914768016,180,"166.55, 114.25"
1,0.5,1,30,24.895102509063122,30,24.90
1,0.5,2,30,20.849264509729423,30,20.85
1,0.5,3,30,37.77147999366003,30,37.77
1,0.5,4,30,29.216681658456086,30,29.22
1,0.5,5,30,35.802332970565345,30,35.80
1,1.0,1,30,30.402679844156765,30,30.40
1,1.0,2,30,29.616807050151152,30,29.62
1,1.0,3,30,33.02004226396826,30,33.02
1,1.0,4,30,32.65763609201022,30,32.66
1,1.0,5,30,31.54823410719444,30,31.55
1,3.0,1,30,36.90744181407958,30,36.91
1,3.0,2,30,36.46886244862179_74.66117084127931,30,"36.47, 74.66"
1,3.0,3,30,36.798218119955315,30,36.80
1,3.0,4,30,38.61901926048239_75.54240911190175,30,"38.62, 75.54"
1,3.0,5,30,36.68871536916496,30,36.69
1,5.0,1,30,42.35284908928317_68.54157500674803,30,"42.35, 68.54"
1,5.0,2,30,42.118955430758476_68.07627181523772,30,"42.12, 68.08"
1,5.0,3,30,41.29185064256657,30,41.29
1,5.0,4,30,42.118955430758476_68.33025980169897,30,"42.12, 68.33"
1,5.0,5,30,41.70707780648189_66.92759894650224,30,"41.71, 66.93"
1,0.5,1,60,55.18419914493823,60,55.18
1,0.5,2,60,51.75977212376046,60,51.76
1,0.5,3,60,55.6615707682697,60,55.66
1,0.5,4,60,54.70404533682928,60,54.70
1,0.5,5,60,59.389443174565464,60,59.39
1,1.0,1,60,64.0765450640411,60,64.08
1,1.0,2,60,60.9750785596978,60,60.98
1,1.0,3,60,60.52458859061187,60,60.52
1,1.0,4,60,60.52458859061187,60,60.52
1,1.0,5,60,60.29859293919964,60,60.30
1,3.0,1,60,82.35450948024858_38.19724139001308_62.83164227186792,60,"82.35, 38.20, 62.83"
1,3.0,2,60,62.46287013382017,60,62.46
1,3.0,3,60,62.3889675918015,60,62.39
1,3.0,4,60,62.31501515922714,60,62.32
1,3.0,5,60,61.9444967374417,60,61.94
1,5.0,1,60,65.81212504625094_81.9445154123242,60,"65.81, 81.94"
1,5.0,2,60,66.11338467031271,60,66.11
1,5.0,3,60,81.70626503253635_180.0_65.89827141161044,60,"81.71, 180.00, 65.90"
1,5.0,4,60,65.81212504625094_81.50761284895,60,"65.81, 81.51"
1,5.0,5,60,81.30885777016623_65.76903005177667,60,"81.31, 65.77"
1,0.5,1,90,91.48298034893662,90,91.48
1,0.5,2,90,88.73136778424353,90,88.73
1,0.5,3,90,91.87619910845974,90,91.88
1,0.5,4,90,89.12448641786754,90,89.12
1,0.5,5,90,91.0898314427182,90,91.09
1,1.0,1,90,90.50019850888275,90,90.50
1,1.0,2,90,89.9106185477063,90,89.91
1,1.0,3,90,90.3036690531078,90,90.30
1,1.0,4,90,89.71409287370186,90,89.71
1,1.0,5,90,87.15811012868959,90,87.16
