num_sources,mic_dist,sample_num,angles_true,angles_pred,angles_true_str,angles_pred_str
1,0.5,1,0,20.849264509729423,0,20.85
1,0.5,2,0,12.662035785511492,0,12.66
1,0.5,3,0,25.812999661133816,0,25.81
1,0.5,4,0,19.71538405265041,0,19.72
1,0.5,5,0,8.34977816434418,0,8.35
1,1.0,1,0,15.118163298501203,0,15.12
1,1.0,2,0,9.60894128181088,0,9.61
1,1.0,3,0,10.722441386930043,0,10.72
1,1.0,4,0,19.71538405265041,0,19.72
1,1.0,5,0,17.234525473424558,0,17.23
1,3.0,1,0,16.786679700005827,0,16.79
1,3.0,2,0,15.85419885066331_69.56568492330987_49.38497270637887,0,"15.85, 69.57, 49.38"
1,3.0,3,0,14.345333000680462_47.63586579701673_68.79474982755545,0,"14.35, 47.64, 68.79"
1,3.0,4,0,17.885902405075022,0,17.89
1,3.0,5,0,14.864919410030845,0,14.86
1,5.0,1,0,13.01579867221558,0,13.02
1,5.0,2,0,9.370543221221926,0,9.37
1,5.0,3,0,9.370543221221926,0,9.37
1,5.0,4,0,12.481457988338025,0,12.48
1,5.0,5,0,11.923590867121822,0,11.92
1,0.5,1,120,120.85986085949364,120,120.86
1,0.5,2,120,122.70951083904926,120,122.71
1,0.5,3,120,115.5069133332243,120,115.51
1,0.5,4,120,114.63902564490166,120,114.64
1,0.5,5,120,120.85986085949364,120,120.86
1,1.0,1,120,116.82070080396626,120,116.82
1,1.0,2,120,116.16195713771575,120,116.16
1,1.0,3,120,117.04113030632622,120,117.04
1,1.0,4,120,116.16195713771575,120,116.16
1,1.0,5,120,115.94320543303616,120,115.94
1,3.0,1,120,116.08899450304658,120,116.09
1,3.0,2,120,115.14454488197048_137.0930229266058,120,"115.14, 137.09"
1,3.0,3,120,115.57951785548408,120,115.58
1,3.0,4,120,115.21693199854379,120,115.22
1,3.0,5,120,115.43435268156323,120,115.43
1,5.0,1,120,112.45229071616457_97.04252622508356,120,"112.45, 97.04"
1,5.0,2,120,112.40976856417065_96.72580317421333,120,"112.41, 96.73"
1,5.0,3,120,111.85815168462503,120,111.86
1,5.0,4,120,111.98525676945148,120,111.99
1,5.0,5,120,111.26647403902636,120,111.27
1,0.5,1,150,146.65334247999846,150,146.65
1,0.5,2,150,146.65334247999846,150,146.65
1,0.5,3,150,145.94495866238606,150,145.94
1,0.5,4,150,150.41915331957412,150,150.42
1,0.5,5,150,143.23144445021344,150,143.23
1,1.0,1,150,142.5797588082841,150,142.58
1,1.0,2,150,144.90600724040064,150,144.91
1,1.0,3,150,143.89320476647683,150,143.89
1,1.0,4,150,142.5797588082841,150,142.58
1,1.0,5,150,148.11174567298002,150,148.11
1,3.0,1,150,142.79590141067217,150,142.80
1,3.0,2,150,142.6876963768497_103.53071914725345,150,"142.69, 103.53"
1,3.0,3,150,141.0954550510953,150,141.10
1,3.0,4,150,142.57975880828494_103.26135738594462_119.34540167565721,150,"142.58, 103.26, 119.35"
1,3.0,5,150,141.93762058961093,150,141.94
1,5.0,1,150,137.49869932453706_111.4775108150073,150,"137.50, 111.48"
1,5.0,2,150,111.3508522638471_136.97768263989505,150,"111.35, 136.98"
1,5.0,3,150,137.38247353212802_112.40976856417065,150,"137.38, 112.41"
1,5.0,4,150,137.2665034140669_112.40976856417065,150,"137.27, 112.41"
1,5.0,5,150,136.74774479499698,150,136.75
1,0.5,1,180,160.92998009443698,180,160.93
1,0.5,2,180,159.76136962234295,180,159.76
1,0.5,3,180,180.0,180,180.00
1,0.5,4,180,158.65411166949846,180,158.65
1,0.5,5,180,163.50408867487081,180,163.50
1,1.0,1,180,175.25311288186955,180,175.25
1,1.0,2,180,166.54673166827564,180,166.55
1,1.0,3,180,154.68357477299816,180,154.68
1,1.0,4,180,156.58923622922893,180,156.59
1,1.0,5,180,157.5990928345457,180,157.60
1,3.0,1,180,163.73638517655553_131.07147508276282,180,"163.74, 131.07"
1,3.0,2,180,162.17202093268352,180,162.17
1,3.0,3,180,165.46320920623396,180,165.46
1,3.0,4,180,163.5040886748712_128.51357197596275,180,"163.50, 128.51"
1,3.0,5,180,163.27492985346322,180,163.27
1,5.0,1,180,172.34236527335574,180,172.34
1,5.0,2,180,168.1626852478128,180,168.16
1,5.0,3,180,168.35584556698456,180,168.36
1,5.0,4,180,164.21094738844764_77.50948444594226,180,"164.21, 77.51"
1,5.0,5,180,121.73383562412968_166.54673166827592_93.84399211542456,180,"121.73, 166.55, 93.84"
1,0.5,1,30,24.895102509063122,30,24.90
1,0.5,2,30,19.71538405265041,30,19.72
1,0.5,3,30,38.408619852430576,30,38.41
1,0.5,4,30,29.216681658456086,30,29.22
1,0.5,5,30,35.802332970565345,30,35.80
1,1.0,1,30,30.012076179793016,30,30.01
1,1.0,2,30,29.216681658456086,30,29.22
1,1.0,3,30,33.02004226396826,30,33.02
1,1.0,4,30,32.65763609201022,30,32.66
1,1.0,5,30,31.921861225325877,30,31.92
1,3.0,1,30,37.0163889680852,30,37.02
1,3.0,2,30,36.35850706075114_74.93270687105169,30,"36.36, 74.93"
1,3.0,3,30,37.0163889680852_60.524588590616126,30,"37.02, 60.52"
1,3.0,4,30,38.723856922567506_75.67766903898408,30,"38.72, 75.68"
1,3.0,5,30,36.68871536916496,30,36.69
1,5.0,1,30,42.35284908928317_68.54157500674803,30,"42.35, 68.54"
1,5.0,2,30,42.0603169819301_68.07627181523772,30,"42.06, 68.08"
1,5.0,3,30,41.232252960395044,30,41.23
1,5.0,4,30,42.0603169819301_68.41482286130993,30,"42.06, 68.41"
1,5.0,5,30,41.76612014428738,30,41.77
1,0.5,1,60,55.18419914493823,60,55.18
1,0.5,2,60,49.729276008120905,60,49.73
1,0.5,3,60,56.608286021672996,60,56.61
1,0.5,4,60,54.22102579809618,60,54.22
1,0.5,5,60,59.389443174565464,60,59.39
1,1.0,1,60,64.0765450640411,60,64.08
1,1.0,2,60,60.9750785596978,60,60.98
1,1.0,3,60,60.52458859061187,60,60.52
1,1.0,4,60,60.29859293919964,60,60.30
1,1.0,5,60,60.52458859061187,60,60.52
1,3.0,1,60,62.7579858509958,60,62.76
1,3.0,2,60,62.46287013382017,60,62.46
1,3.0,3,60,62.3889675918015,60,62.39
1,3.0,4,60,62.31501515922714,60,62.32
1,3.0,5,60,61.9444967374417,60,61.94
1,5.0,1,60,65.81212504625094_81.9445154123242,60,"65.81, 81.94"
1,5.0,2,60,66.11338467031271_81.626816343455,60,"66.11, 81.63"
1,5.0,3,60,65.89827141161044,60,65.90
1,5.0,4,60,65.81212504625094,60,65.81
1,5.0,5,60,81.30885777016623_65.76903005177667,60,"81.31, 65.77"
1,0.5,1,90,91.48298034893662,90,91.48
1,0.5,2,90,88.33818940814172,90,88.34
1,0.5,3,90,91.48298034893662,90,91.48
1,0.5,4,90,89.12448641786754,90,89.12
1,0.5,5,90,91.0898314427182,90,91.09
1,1.0,1,90,90.50019850888275,90,90.50
1,1.0,2,90,89.9106185477063,90,89.91
1,1.0,3,90,90.1071431701342,90,90.11
1,1.0,4,90,89.71409287370186,90,89.71
1,1.0,5,90,86.96132645073932,90,86.96
1,3.0,1,90,90.04163493677936,90,90.04
1,3.0,2,90,89.77960169127317,90,89.78
1,3.0,3,90,98.06019111157578,90,98.06
1,3.0,4,90,89.77960169127317,90,89.78
1,3.0,5,90,89.71409287370436,90,89.71
1,5.0,1,90,89.79270341747292,90,89.79
1,5.0,2,90,89.83200853377616,90,89.83
1,5.0,3,90,89.94992348233252,90,89.95
1,5.0,4,90,89.94992348233252,90,89.95
1,5.0,5,90,90.10714317013668,90,90.11
2,0.5,1,0_180,180.0_28.401032707921672,"0, 180","180.00, 28.40"
2,0.5,2,0_180,180.0,"0, 180",180.00
2,0.5,3,0_180,35.12487514169619,"0, 180",35.12
2,0.5,4,0_180,23.944361308295953,"0, 180",23.94
2,0.5,5,0_180,180.0,"0, 180",180.00
2,1.0,1,0_180,1.426690262424147,"0, 180",1.43
2,1.0,2,0_180,170.49805564036143,"0, 180",170.50
2,1.0,3,0_180,175.25311288186955,"0, 180",175.25
2,1.0,4,0_180,170.49805564036143,"0, 180",170.50
2,1.0,5,0_180,157.08889960344385_30.012076179793016,"0, 180","157.09, 30.01"
2,3.0,1,0_180,16.092247750689154_162.6050470605313,"0, 180","16.09, 162.61"
2,3.0,2,0_180,166.54673166827592_21.927059000101217,"0, 180","166.55, 21.93"
2,3.0,3,0_180,15.85419885066331_163.04878137808126,"0, 180","15.85, 163.05"
2,3.0,4,0_180,17.01203279632211_163.5040886748712,"0, 180","17.01, 163.50"
2,3.0,5,0_180,165.20447420891804_16.092247750689154,"0, 180","165.20, 16.09"
